gene_name	seqname	start	end
LEPROT	chr1	65405587	65451007
LEPR	chr1	65405652	65656559
PDE4B	chr1	65777514	66389579
SGIP1	chr1	66518267	66766139
DYNLT5	chr1	66737459	66794047
INSL5	chr1	66782740	66816276
DNAI4	chr1	66797885	66939856
MIER1	chr1	66909895	67003619
SLC35D1	chr1	66984350	67069148
C1orf141	chr1	67077165	67246853
IL23R	chr1	67123907	67274979
IL12RB2	chr1	67292364	67413724
SERBP1	chr1	67392810	67445415
GADD45A	chr1	67670201	67703334
GNG12	chr1	67686475	67848467
DIRAS3	chr1	68030886	68066717
WLS	chr1	68083473	68248120
RPE65	chr1	68413822	68464954
DEPDC1	chr1	68459152	68512221
LRRC7	chr1	69552922	70166945
LRRC40	chr1	70129805	70220579
SRSF11	chr1	70190682	70268052
ANKRD13C	chr1	70243999	70369734
CTH	chr1	70396218	70454851
PTGER3	chr1	70837353	71062816
ZRANB2	chr1	71048291	71096289
NEGR1	chr1	71380943	72297539
LRRIQ3	chr1	74011015	74213187
FPGT-TNNI3K	chr1	74183235	74559393
FPGT	chr1	74183238	74249086
TNNI3K	chr1	74220387	74559428
LRRC53	chr1	74454376	74527611
ERICH3	chr1	74553117	74688792
CRYZ	chr1	74690482	74748408
TYW3	chr1	74718152	74781678
LHX8	chr1	75113434	75176533
SLC44A5	chr1	75187129	75626114
ACADM	chr1	75709431	75802575
RABGGTB	chr1	75771197	75810086
MSH4	chr1	75781882	75928242
ASB17	chr1	75903873	75947404
ST6GALNAC3	chr1	76059746	76649603
ST6GALNAC5	chr1	76852480	77082546
PIGK	chr1	77073989	77234430
AK5	chr1	77267019	77574966
ZZZ3	chr1	77547416	77698419
USP33	chr1	77680987	77774852
MIGA1	chr1	77764624	77894540
NEXN	chr1	77873513	77958895
FUBP1	chr1	77929055	77994110
DNAJB4	chr1	77964175	78032964
GIPC2	chr1	77964542	78153444
PTGFR	chr1	78288884	78555701
IFI44L	chr1	78604902	78661145
IFI44	chr1	78634796	78679078
ADGRL4	chr1	78874764	79297124
ADGRL2	chr1	81291147	82008932
TTLL7	chr1	83850024	84014150
PRKACB	chr1	84063062	84253498
SAMD13	chr1	84283366	84404957
DNASE2B	chr1	84383484	84430018
RPF1	chr1	84464259	84513352
GNG5	chr1	84483323	84521581
SPATA1	chr1	84491300	84582379
CTBS	chr1	84534611	84589480
SSX2IP	chr1	84628706	84705803
LPAR3	chr1	84796602	84908206
MCOLN2	chr1	84910583	85012113
DNAI3	chr1	84984147	85148138
MCOLN3	chr1	85003082	85063500
SYDE2	chr1	85141889	85216724
C1orf52	chr1	85234953	85274672
BCL10	chr1	85250776	85291632
DDAH1	chr1	85303481	85593363
CCN1	chr1	85565761	85599589
ZNHIT6	chr1	85634417	85723433
COL24A1	chr1	85714233	86171943
ODF2L	chr1	86331824	86411342
CLCA2	chr1	86409171	86471553
CLCA1	chr1	86453368	86515259
CLCA4	chr1	86532078	86595754
SH3GLB1	chr1	86689570	86763184
SELENOF	chr1	86847445	86929424
HS2ST1	chr1	86899635	87124982
ENSG00000267561	chr1	86978009	87184204
LMO4	chr1	87313880	87363923
PKN2	chr1	88669222	88851255
GTF2B	chr1	88837633	88906944
KYAT3	chr1	88920773	89007953
RBMXL1	chr1	88964456	89007960
GBP3	chr1	88991679	89037894
GBP1	chr1	89036882	89080360
GBP2	chr1	89091132	89165456
GBP7	chr1	89116742	89191009
GBP4	chr1	89166144	89213942
GBP5	chr1	89241189	89287860
GBP6	chr1	89349059	89403160
LRRC8B	chr1	89509829	89612861
ENSG00000288629	chr1	89564592	89594654
LRRC8C	chr1	89618072	89784903
ENSG00000271949	chr1	89618140	89948250
LRRC8D	chr1	89806014	89951611
ZNF326	chr1	89980110	90050533
BARHL2	chr1	90696539	90732302
ZNF644	chr1	90900298	91037272
HFM1	chr1	91245766	91419856
CDC7	chr1	91485851	91540764
TGFBR3	chr1	91665343	91921335
BRDT	chr1	91934343	92029426
EPHX4	chr1	92014985	92078538
SETSIP	chr1	92059533	92090411
BTBD8	chr1	92065305	92199725
C1orf146	chr1	92202915	92260813
GLMN	chr1	92231402	92313987
RPAP2	chr1	92284059	92417056
GFI1	chr1	92458043	92501925
EVI5	chr1	92493696	92807404
RPL5	chr1	92817013	92856924
DIPK1A	chr1	92817737	92976522
MTF2	chr1	93064235	93154079
TMED5	chr1	93134742	93195516
CCDC18	chr1	93164919	93293730
DR1	chr1	93330907	93384493
FNBP1L	chr1	93433118	93569661
BCAR3	chr1	93546741	93862150
DNTTIP2	chr1	93851284	93894918
GCLM	chr1	93870199	93924456
ABCA4	chr1	93977834	94136148
ARHGAP29	chr1	94133988	94290068
ABCD3	chr1	94403389	94533666
F3	chr1	94514173	94556759
SLC44A3	chr1	94805342	94910246
CNN3	chr1	94881949	94942223
ALG14	chr1	94959405	95087951
TLCD4	chr1	95102355	95212607
TLCD4-RWDD3	chr1	95102923	95262225
RWDD3	chr1	95219210	95262225
PTBP2	chr1	96706665	96838738
DPYD	chr1	97062743	98010000
SNX7	chr1	98646701	98775500
PLPPR5	chr1	98875245	99242929
PLPPR4	chr1	99249292	99324590
PALMD	chr1	99631113	99709541
FRRS1	chr1	99688970	99781635
AGL	chr1	99835361	99939023
SLC35A3	chr1	99954351	100050634
ENSG00000283761	chr1	99955011	100098321
MFSD14A	chr1	100023095	100098377
SASS6	chr1	100068563	100147955
TRMT13	chr1	100118150	100165496
LRRC39	chr1	100133448	100193267
DBT	chr1	100171919	100264834
RTCA	chr1	100251216	100307769
CDC14A	chr1	100330001	100535277
GPR88	chr1	100523139	100557021
VCAM1	chr1	100704742	100754045
EXTL2	chr1	100857372	100910179
SLC30A7	chr1	100881076	100996757
DPH5	chr1	100974623	101041088
S1PR1	chr1	101221865	101258713
OLFM3	chr1	101787560	102011926
COL11A1	chr1	102861467	103123872
RNPC3	chr1	103510691	103570239
AMY2B	chr1	103538815	103594534
AMY2A	chr1	103602427	103640780
AMY1A	chr1	103640760	103679554
AMY1B	chr1	103672415	103711454
AMY1C	chr1	103730323	103773726
PRMT6	chr1	107041674	107082636
NTNG1	chr1	107125007	107499923
VAV3	chr1	107556161	107980180
SLC25A24	chr1	108119043	108215849
NBPF4	chr1	108207464	108259081
NBPF6	chr1	108435282	108486920
EEIG2	chr1	108545089	108659900
HENMT1	chr1	108633290	108676526
PRPF38B	chr1	108677310	108717928
FNDC7	chr1	108697908	108757749
STXBP3	chr1	108731674	108824523
AKNAD1	chr1	108800898	108978484
GPSM2	chr1	108860350	108949545
CLCC1	chr1	108866885	108978527
WDR47	chr1	108955214	109057113
TAF13	chr1	109047496	109091012
TMEM167B	chr1	109075764	109111934
CFAP276	chr1	109090951	109128857
ELAPOR1	chr1	109098679	109221781
SARS1	chr1	109198918	109253182
CELSR2	chr1	109234539	109290751
PSRC1	chr1	109264556	109298186
MYBPHL	chr1	109277365	109322011
SORT1	chr1	109294568	109412918
PSMA5	chr1	109384042	109441448
SYPL2	chr1	109451546	109497134
ATXN7L2	chr1	109468479	109507804
CYB561D1	chr1	109479052	109517932
AMIGO1	chr1	109489178	109524738
GPR61	chr1	109524872	109563406
GNAI3	chr1	109533615	109615195
GNAT2	chr1	109588091	109634929
AMPD2	chr1	109601104	109647051
GSTM4	chr1	109641099	109680496
GSTM2	chr1	109653022	109724551
GSTM1	chr1	109672814	109724039
GSTM5	chr1	109696780	109790428
GSTM3	chr1	109718932	109756038
EPS8L3	chr1	109735080	109779027
CSF1	chr1	109895242	109945992
AHCYL1	chr1	109969765	110038742
STRIP1	chr1	110016577	110089641
ALX3	chr1	110044870	110085672
UBL4B	chr1	110097443	110128947
SLC6A17	chr1	110135494	110217202
KCNC4	chr1	110195314	110298100
RBM15	chr1	110323506	110361681
SLC16A4	chr1	110347851	110406082
LAMTOR5	chr1	110386249	110422942
PROK1	chr1	110436149	110472358
KCNA10	chr1	110502217	110534175
KCNA2	chr1	110504837	110646474
KCNA3	chr1	110638560	110689940
CD53	chr1	110856188	110914922
LRIF1	chr1	110932190	110978965
DRAM2	chr1	111102163	111155203
CEPT1	chr1	111124479	111200104
DENND2D	chr1	111170969	111219535
CHI3L2	chr1	111185771	111258440
CHIA	chr1	111275851	111335566
PIFO	chr1	111331600	111368013
OVGP1	chr1	111399319	111442735
WDR77	chr1	111424890	111464256
ATP5PB	chr1	111433864	111477773
C1orf162	chr1	111458792	111493512
TMIGD3	chr1	111468348	111578962
ADORA3	chr1	111484429	111518633
RAP1A	chr1	111527218	111731691
INKA2	chr1	111665630	111770824
DDX20	chr1	111739832	111790602
KCND3	chr1	111755662	112004668
CTTNBP2NL	chr1	112381214	112478456
WNT2B	chr1	112451541	112545165
ST7L	chr1	112508514	112635825
CAPZA1	chr1	112604805	112686616
MOV10	chr1	112658141	112715756
RHOC	chr1	112686127	112722434
ENSG00000271810	chr1	112687614	112726433
PPM1J	chr1	112694994	112730332
TAFA3	chr1	112703905	112742235
SLC16A1	chr1	112896847	112972593
LRIG2	chr1	113058198	113147260
MAGI3	chr1	113375515	113700923
PHTF1	chr1	113681831	113774489
RSBN1	chr1	113746832	113827476
PTPN22	chr1	113798811	113886753
BCL2L15	chr1	113861816	113902581
AP4B1	chr1	113879194	113920201
DCLRE1B	chr1	113889619	113929086
HIPK1	chr1	113914324	113992869
OLFML3	chr1	113964391	114050572
SYT6	chr1	114074291	114168880
TRIM33	chr1	114377790	114526203
BCAS2	chr1	114552557	114596629
DENND2C	chr1	114567848	114685422
AMPD1	chr1	114658090	114710618
NRAS	chr1	114689469	114731771
CSDE1	chr1	114701913	114773676
SIKE1	chr1	114754479	114795685
SYCP1	chr1	114839863	115010370
TSHB	chr1	115014826	115049302
TSPAN2	chr1	115033011	115104503
NGF	chr1	115270904	115353770
VANGL1	chr1	115626970	115713224
CASQ2	chr1	115685021	115783884
NHLH2	chr1	115821377	115858917
SLC22A15	chr1	115961513	116085054
MAB21L3	chr1	116096399	116153149
ATP1A1	chr1	116357668	116425261
CD58	chr1	116499534	116586039
IGSF3	chr1	116559399	116682755
CD2	chr1	116739430	116784229
PTGFRN	chr1	116894916	117005353
CD101	chr1	116986750	117051552
TTF2	chr1	117045326	117122453
TRIM45	chr1	117096060	117137587
VTCN1	chr1	117128587	117225960
MAN1A2	chr1	117352449	117543872
TENT5C	chr1	117591048	117643389
GDAP2	chr1	117848485	117944621
WDR3	chr1	117914720	117981543
SPAG17	chr1	117938590	118200228
TBX15	chr1	118868046	119004556
WARS2	chr1	119016216	119155654
HAO2	chr1	119353779	119409130
HSD3B2	chr1	119399931	119438035
HSD3B1	chr1	119492198	119530054
ZNF697	chr1	119604377	119663266
PHGDH	chr1	119633411	119759218
HMGCS2	chr1	119733002	119783905
REG4	chr1	119779017	119826580
ADAM30	chr1	119878533	119911515
NOTCH2	chr1	119896553	120115779
SEC22B	chr1	120135898	120191520
NBPF8	chr1	120400035	120484676
NOTCH2NLR	chr1	120708912	120809851
NBPF26	chr1	120708949	120857110
PPIAL4A	chr1	120874771	120905530
FAM72B	chr1	121152646	121200539
SRGAP2C	chr1	121169811	121407874
H3-7	chr1	143879544	143920977
FAM72C	chr1	143940287	143986986
PPIAL4E	chr1	144357875	144388634
NBPF15	chr1	144406390	144476676
PPIAL4F	chr1	144577893	144608652
SRGAP2B	chr1	144872265	145110528
FAM72D	chr1	145080974	145127696
PPIAL4D	chr1	145226415	145257174
NBPF20	chr1	145274900	145440603
GPR89A	chr1	145592988	145685650
PDZK1	chr1	145655852	145723148
CD160	chr1	145704471	145754288
RNF115	chr1	145723868	145839095
POLR3C	chr1	145809053	145859402
NUDT17	chr1	145830630	145863954
PIAS3	chr1	145833522	145874836
ANKRD35	chr1	145851560	145900866
ITGA10	chr1	145876208	145925111
PEX11B	chr1	145896350	145933717
ENSG00000289565	chr1	145902714	145941741
RBM8A	chr1	145906556	145942678
ENSG00000280778	chr1	145912258	145992811
LIX1L	chr1	145918423	145973017
ANKRD34A	chr1	145944441	145979575
POLR3GL	chr1	145949690	145993848
TXNIP	chr1	145977435	146011579
HJV	chr1	146002468	146051746
NBPF10	chr1	146049711	146244000
NOTCH2NLA	chr1	146131203	146244041
PPIAL4H	chr1	146329006	146359765
NBPF12	chr1	146923324	147011202
PRKAB2	chr1	147140106	147187550
FMO5	chr1	147160351	147258050
CHD1L	chr1	147227654	147310765
BCL9	chr1	147526501	147641216
ENSG00000288626	chr1	147596590	147626796
ACP6	chr1	147614652	147685524
GJA5	chr1	147741199	147788362
GJA8	chr1	147887795	147924269
GPR89B	chr1	147913393	148008592
NBPF11	chr1	148087047	148167322
PPIAL4G	chr1	148467548	148498302
NBPF14	chr1	148516385	148694742
NOTCH2NLB	chr1	148585285	148694746
NUDT4B	chr1	148733774	148767415
PDE4DIP	chr1	148793140	149063286
NBPF9	chr1	149037186	149118561
NOTCH2NLC	chr1	149375621	149486833
ENSG00000286185	chr1	149375623	149571361
NBPF19	chr1	149460045	149571361
PPIAL4C	chr1	149568848	149599607
FCGR1A	chr1	149767671	149806675
H2BC18	chr1	149767689	149827373
H3C13	chr1	149798225	149828693
H4C14	chr1	149817657	149854767
H3C14	chr1	149825687	149856208
H2AC18	chr1	149827218	149857750
H2AC19	chr1	149836061	149866594
H3C15	chr1	149837608	149868125
H4C15	chr1	149839045	149876159
H2BC21	chr1	149869459	149901682
H2AC20	chr1	149871918	149902411
H2AC21	chr1	149872469	149902965
BOLA1	chr1	149872890	149915798
SV2A	chr1	149888318	149932844
SF3B4	chr1	149908317	149942803
MTMR11	chr1	149913651	149951879
OTUD7B	chr1	149922812	150025726
VPS45	chr1	150052279	150160329
PLEKHO1	chr1	150134183	150179720
ANP32E	chr1	150203417	150251156
CA14	chr1	150242251	150280078
APH1A	chr1	150250399	150284580
C1orf54	chr1	150253200	150295916
CIART	chr1	150267543	150302093
MRPS21	chr1	150278861	150323979
PRPF3	chr1	150306479	150368233
RPRD2	chr1	150348091	150491566
TARS2	chr1	150472414	150522602
ECM1	chr1	150493062	150528789
ADAMTSL4	chr1	150534369	150575937
MCL1	chr1	150545895	150594738
ENSA	chr1	150585851	150644612
GOLPH3L	chr1	150631230	150712154
HORMAD1	chr1	150683060	150735895
CTSS	chr1	150715079	150780957
CTSK	chr1	150779880	150824577
ARNT	chr1	150794713	150891708
CTXND2	chr1	150872136	150928292
SETDB1	chr1	150911263	150979744
CERS2	chr1	150945583	150990003
ANXA9	chr1	150967249	151010634
MINDY1	chr1	150981549	151023376
PRUNE1	chr1	150993420	151050713
BNIPL	chr1	151021321	151062720
C1orf56	chr1	151032751	151066986
CDC42SE1	chr1	151035971	151085325
MLLT11	chr1	151045397	151084544
GABPB2	chr1	151055578	151140542
SEMA6C	chr1	151116685	151161631
TNFAIP8L2	chr1	151141649	151174749
SCNM1	chr1	151141664	151185296
LYSMD1	chr1	151144748	151180948
TMOD4	chr1	151154986	151191284
VPS72	chr1	151161304	151210321
PIP5K1A	chr1	151182949	151264536
PSMD4	chr1	151239709	151282479
ZNF687	chr1	151266618	151307176
PI4KB	chr1	151276797	151342715
RFX5	chr1	151325640	151362326
SELENBP1	chr1	151349304	151387707
PSMB4	chr1	151384560	151416937
POGZ	chr1	151387724	151474494
CGN	chr1	151495510	151553692
TUFT1	chr1	151525305	151598583
SNX27	chr1	151597006	151714091
CELF3	chr1	151685058	151731803
RIIAD1	chr1	151695433	151744805
MRPL9	chr1	151744647	151778496
OAZ3	chr1	151747899	151786334
TDRKH	chr1	151755107	151806416
LINGO4	chr1	151785264	151820419
RORC	chr1	151791071	151846845
C2CD4D	chr1	151822818	151855557
THEM5	chr1	151832101	151868712
THEM4	chr1	151855866	151924637
S100A10	chr1	151967915	152008859
S100A11	chr1	152017506	152062907
TCHHL1	chr1	152069141	152104064
TCHH	chr1	152091317	152130444
RPTN	chr1	152138595	152174228
HRNR	chr1	152197076	152239193
FLG	chr1	152287165	152340239
FLG2	chr1	152333735	152375006
CRNN	chr1	152394243	152429263
LCE5A	chr1	152495803	152527177
CRCT1	chr1	152499482	152531008
LCE3E	chr1	152550654	152581780
LCE3D	chr1	152564381	152595516
LCE3C	chr1	152585234	152616086
LCE3B	chr1	152598811	152629098
LCE3A	chr1	152607834	152638103
LCE2D	chr1	152648380	152679659
LCE2C	chr1	152660279	152691569
LCE2B	chr1	152671123	152702397
LCE2A	chr1	152683345	152714442
LCE4A	chr1	152693160	152724434
C1orf68	chr1	152704522	152735470
KPRP	chr1	152743025	152777056
LCE1F	chr1	152760140	152792024
LCE1E	chr1	152771214	152803426
LCE1D	chr1	152781721	152813181
LCE1C	chr1	152789832	152821651
LCE1B	chr1	152796971	152828108
LCE1A	chr1	152812473	152843097
LCE6A	chr1	152827856	152858983
LCE7A	chr1	152844996	152876252
SMCP	chr1	152863322	152900047
IVL	chr1	152893546	152926886
SPRR5	chr1	152932206	152964255
SPRR4	chr1	152955648	152987574
SPRR1A	chr1	152969081	153000814
SPRR3	chr1	152986747	153018856
SPRR1B	chr1	153016203	153047900
SPRR2D	chr1	153024732	153056931
SPRR2A	chr1	153041120	153072512
SPRR2B	chr1	153055226	153086611
SPRR2E	chr1	153078135	153121184
SPRR2F	chr1	153097121	153128516
SPRR2G	chr1	153134582	153165890
LELP1	chr1	153188430	153220120
PRR9	chr1	153202584	153234310
LORICRIN	chr1	153244687	153277124
PGLYRP3	chr1	153282116	153327952
PGLYRP4	chr1	153315120	153363841
S100A9	chr1	153342854	153376023
S100A12	chr1	153358711	153390621
S100A8	chr1	153375032	153406073
S100A7A	chr1	153401520	153438222
S100A7	chr1	153442744	153475651
S100A6	chr1	153519599	153551244
S100A5	chr1	153522147	153556765
S100A4	chr1	153528613	153565136
S100A3	chr1	153532329	153564258
S100A2	chr1	153546108	153582890
S100A16	chr1	153591886	153628145
S100A14	chr1	153599255	153631986
S100A13	chr1	153603787	153646360
S100A1	chr1	153612926	153647039
CHTOP	chr1	153618982	153661306
SNAPIN	chr1	153643703	153676852
ILF2	chr1	153646788	153686028
NPR1	chr1	153663688	153708992
INTS3	chr1	153713050	153789808
SLC27A3	chr1	153759354	153795157
GATAD2B	chr1	153774030	153938360
DENND4B	chr1	153914501	153961718
CRTC2	chr1	153932669	153973615
SLC39A1	chr1	153944099	153983184
ENSG00000285779	chr1	153944151	153990887
CREB3L4	chr1	153952534	153989361
JTB	chr1	153959269	153992674
ENSG00000285641	chr1	153960850	154001246
RAB13	chr1	153966617	154001358
RPS27	chr1	153975762	154007155
NUP210L	chr1	153977690	154170116
TPM3	chr1	154140308	154209648
CFAP141	chr1	154184085	154221333
C1orf43	chr1	154191696	154235637
UBAP2L	chr1	154205179	154286510
HAX1	chr1	154257355	154290875
AQP10	chr1	154306090	154340325
ATP8B2	chr1	154310525	154366304
IL6R	chr1	154390193	154484450
SHE	chr1	154454772	154517412
TDRD10	chr1	154487219	154563147
UBE2Q1	chr1	154533577	154574028
CHRNB2	chr1	154552778	154595013
ADAR	chr1	154566695	154643013
KCNN3	chr1	154682455	154885281
PMVK	chr1	154909740	154951719
PBXIP1	chr1	154929076	154971123
PYGO2	chr1	154942026	154978853
SHC1	chr1	154947298	154989395
CKS1B	chr1	154959653	154994251
FLAD1	chr1	154968338	155008111
LENEP	chr1	154978586	155009315
ZBTB7B	chr1	154987630	155033523
DCST2	chr1	155003520	155048781
DCST1	chr1	155018824	155065930
ADAM15	chr1	155035566	155077775
EFNA4	chr1	155048737	155084553
EFNA4-EFNA3	chr1	155048748	155101807
EFNA3	chr1	155063837	155102538
EFNA1	chr1	155112876	155149899
SLC50A1	chr1	155120344	155153857
DPM3	chr1	155124891	155155595
KRTCAP2	chr1	155154408	155188475
ENSG00000273088	chr1	155154409	155202272
TRIM46	chr1	155158787	155199971
MUC1	chr1	155170824	155207916
THBS3	chr1	155180588	155224051
MTX1	chr1	155193695	155228824
GBA1	chr1	155219452	155259699
ENTREP3	chr1	155232205	155270483
SCAMP3	chr1	155240979	155277430
CLK2	chr1	155247868	155293491
HCN3	chr1	155262463	155304848
PKLR	chr1	155274293	155316438
FDPS	chr1	155293748	155335666
RUSC1	chr1	155305894	155346114
ASH1L	chr1	155320268	155578162
MSTO1	chr1	155548235	155629951
YY1AP1	chr1	155644443	155704000
DAP3	chr1	155672960	155754010
GON4L	chr1	155734659	155874400
SYT11	chr1	155844567	155900199
RIT1	chr1	155882808	155926404
KHDC4	chr1	155898045	155949413
RXFP4	chr1	155926638	155958087
ARHGEF2	chr1	155931851	156022070
SSR2	chr1	155994048	156035951
UBQLN4	chr1	156020299	156068798
LAMTOR2	chr1	156039782	156073506
RAB25	chr1	156046160	156085504
MEX3A	chr1	156057013	156097465
LMNA	chr1	156067573	156155081
SEMA4A	chr1	156132366	156192752
SLC25A44	chr1	156178932	156227796
PMF1-BGLAP	chr1	156197982	156258332
PMF1	chr1	156197993	156255042
BGLAP	chr1	156227184	156258317
PAQR6	chr1	156228320	156263117
SMG5	chr1	156234224	156297825
TMEM79	chr1	156267935	156308185
GLMP	chr1	156275089	156310689
VHLL	chr1	156283624	156314307
CCT3	chr1	156293968	156382873
TSACC	chr1	156322314	156361995
RHBG	chr1	156354211	156400219
MEF2D	chr1	156448727	156515779
IQGAP3	chr1	156510405	156587604
TTC24	chr1	156564723	156602719
NAXE	chr1	156576756	156624507
GPATCH4	chr1	156579301	156616496
HAPLN2	chr1	156604331	156640725
BCAN	chr1	156626390	156674532
NES	chr1	156653763	156692407
CRABP2	chr1	156684606	156720816
ISG20L2	chr1	156706891	156743766
METTL25B	chr1	156713442	156751960
MRPL24	chr1	156722303	156756590
HDGF	chr1	156727109	156781925
PRCC	chr1	156735610	156815815
SH2D2A	chr1	156791243	156831848
NTRK1	chr1	156800636	156896850
INSRR	chr1	156825063	156874117
PEAR1	chr1	156878698	156931429
LRRC71	chr1	156905632	156948094
ARHGEF11	chr1	156919840	157060742
ETV3L	chr1	157077043	157127412
ETV3	chr1	157106191	157153474
FCRL5	chr1	157498377	157567515
FCRL4	chr1	157558747	157613085
FCRL3	chr1	157659321	157715769
FCRL2	chr1	157730733	157792132
FCRL1	chr1	157779403	157835120
CD5L	chr1	157815911	157913256
KIRREL1	chr1	157978273	158115262
SMIM42	chr1	158112287	158143301
CD1D	chr1	158163030	158201427
CD1A	chr1	158239424	158273269
CD1C	chr1	158274923	158309774
CD1B	chr1	158312951	158346531
CD1E	chr1	158338696	158372553
OR10T2	chr1	158383522	158414466
OR10K2	chr1	158403210	158441237
OR10K1	chr1	158446574	158485857
OR10R2	chr1	158457220	158495936
OR6Y1	chr1	158529550	158569405
OR6P1	chr1	158545606	158585580
OR10X1	chr1	158563919	158594899
OR10Z1	chr1	158590268	158627514
SPTA1	chr1	158595704	158701715
OR6K2	chr1	158684678	158715652
OR6K3	chr1	158701327	158735720
OR6N1	chr1	158732814	158787195
OR6K6	chr1	158739720	158770891
OR6N2	chr1	158759222	158796204
MNDA	chr1	158816351	158864506
PYHIN1	chr1	158915796	158992059
IFI16	chr1	158984968	159070155
PYDC5	chr1	158984971	159017751
AIM2	chr1	159046599	159202843
CADM3	chr1	159156609	159218313
ACKR1	chr1	159189875	159221500
FCER1A	chr1	159274714	159323224
OR10J3	chr1	159298720	159329659
OR10J4	chr1	159417204	159448138
OR10J1	chr1	159422845	159458078
OR10J5	chr1	159520078	159551007
APCS	chr1	159572826	159603865
CRP	chr1	159697289	159729589
DUSP23	chr1	159765932	159797543
FCRL6	chr1	159785511	159831257
SLAMF8	chr1	159811811	159852492
ENSG00000256029	chr1	159819474	159888053
VSIG8	chr1	159839316	159877657
CFAP45	chr1	159857364	159915165
TAGLN2	chr1	159903107	159940507
IGSF9	chr1	159912039	159960613
SLAMF9	chr1	159936492	159969237
KCNJ10	chr1	159983651	160085160
PIGM	chr1	160009953	160046990
KCNJ9	chr1	160066538	160105563
IGSF8	chr1	160076340	160113943
ATP1A2	chr1	160100759	160158591
ATP1A4	chr1	160136586	160201980
CASQ1	chr1	160175575	160216886
PEA15	chr1	160190380	160230376
DCAF8	chr1	160200715	160277549
ENSG00000258465	chr1	160201800	160300130
PEX19	chr1	160261807	160301348
COPA	chr1	160273594	160358566
NCSTN	chr1	160328294	160373952
NHLH1	chr1	160352071	160387846
VANGL2	chr1	160385564	160443670
SLAMF6	chr1	160470030	160538262
CD84	chr1	160526095	160594516
SLAMF1	chr1	160593106	160662044
CD48	chr1	160663746	160726831
SLAMF7	chr1	160724057	160769821
LY9	chr1	160781074	160843261
CD244	chr1	160815160	160877887
ITLN1	chr1	160861540	160900180
ITLN2	chr1	160930025	160969809
F11R	chr1	160980211	161036343
ENSG00000270149	chr1	160982957	161053962
TSTD1	chr1	161022631	161053977
USF1	chr1	161024251	161060977
ARHGAP30	chr1	161031946	161084970
NECTIN4	chr1	161055998	161104558
KLHDC9	chr1	161083361	161115346
PFDN2	chr1	161085556	161133055
NIT1	chr1	161103086	161140445
DEDD	chr1	161105974	161147688
UFC1	chr1	161137776	161173856
USP21	chr1	161144450	161180723
PPOX	chr1	161151056	161193013
B4GALT3	chr1	161156310	161192968
ADAMTS4	chr1	161169302	161214054
NDUFS2	chr1	161182104	161229723
FCER1G	chr1	161200234	161235699
APOA2	chr1	161207292	161238631
TOMM40L	chr1	161210939	161245746
NR1I3	chr1	161214666	161253244
PCP4L1	chr1	161243745	161300450
MPZ	chr1	161289735	161324968
SDHC	chr1	161299381	161378206
CFAP126	chr1	161349733	161382876
FCGR2A	chr1	161490430	161539013
HSPA6	chr1	161509540	161541894
FCGR3A	chr1	161526759	161565968
ENSG00000289768	chr1	161529807	161646456
FCGR2C	chr1	161566339	161620662
FCGR3B	chr1	161608196	161646963
FCGR2B	chr1	161648143	161693654
