gene_name	seqname	start	end	toy
TUT4	chr1	52408282	52553487	0
GPX7	chr1	52602371	52609051	0
SHISAL2A	chr1	52633168	52669683	0
COA7	chr1	52684449	52698347	0
ZYG11B	chr1	52726453	52827336	0
ZYG11A	chr1	52842511	52894998	0
ECHDC2	chr1	52895910	52927212	0
SCP2	chr1	52927276	53051698	0
PODN	chr1	53062052	53085501	0
SLC1A7	chr1	53087179	53142638	0
CPT2	chr1	53196792	53214197	0
CZIB	chr1	53214099	53220634	0
MAGOH	chr1	53226900	53238518	0
LRP8	chr1	53242364	53328469	0
DMRTB1	chr1	53459399	53467488	0
GLIS1	chr1	53506237	53739164	0
NDC1	chr1	53765478	53838463	0
YIPF1	chr1	53851719	53889798	0
DIO1	chr1	53891239	53911086	0
IFT25	chr1	53916574	53945699	0
LRRC42	chr1	53946085	53968168	1
LDLRAD1	chr1	54007298	54018186	0
TMEM59	chr1	54026681	54053504	0
TCEANC2	chr1	54053584	54112519	0
ENSG00000256407	chr1	54132686	54200073	0
CDCP2	chr1	54132687	54153770	0
CYB5RL	chr1	54169651	54200036	0
MRPL37	chr1	54184041	54225464	0
SSBP3	chr1	54225432	54413479	0
ACOT11	chr1	54542257	54639192	0
FAM151A	chr1	54609181	54623556	0
MROH7	chr1	54641754	54710266	0
MROH7-TTC4	chr1	54641786	54742308	0
TTC4	chr1	54715861	54742657	0
PARS2	chr1	54756898	54764523	0
TTC22	chr1	54779712	54801323	0
LEXM	chr1	54806063	54842252	0
DHCR24	chr1	54849627	54887195	0
TMEM61	chr1	54980628	54992288	0
BSND	chr1	54998933	55017172	0
PCSK9	chr1	55039447	55064852	0
USP24	chr1	55066359	55215378	0
ENSG00000284686	chr1	56173433	56524495	0
PLPP3	chr1	56494761	56645301	0
PRKAA2	chr1	56645314	56715335	0
FYB2	chr1	56718789	56819696	0
C8A	chr1	56854768	56918223	0
C8B	chr1	56929207	56974383	0
DAB1	chr1	56994778	58546734	0
OMA1	chr1	58415384	58546802	0
TACSTD2	chr1	58575433	58577252	0
MYSM1	chr1	58643440	58700090	0
JUN	chr1	58776845	58784048	0
FGGY	chr1	59296638	59810647	0
HOOK1	chr1	59814786	59876322	0
CYP2J2	chr1	59893308	59926773	0
C1orf87	chr1	59987269	60073770	0
NFIA	chr1	60865259	61462788	0
TM2D1	chr1	61681046	61725423	0
PATJ	chr1	61742477	62178675	2
L1TD1	chr1	62194849	62212328	0
KANK4	chr1	62236165	62319434	0
USP1	chr1	62436297	62451804	0
DOCK7	chr1	62454298	62688386	0
ANGPTL3	chr1	62597520	62606313	0
ATG4C	chr1	62784132	62865516	0
FOXD3	chr1	63322567	63325128	0
ALG6	chr1	63367575	63438553	0
ITGB3BP	chr1	63440770	63593721	0
EFCAB7	chr1	63523372	63572693	0
PGM1	chr1	63593411	63660245	0
ROR1	chr1	63774017	64181498	0
UBE2U	chr1	64203623	64267368	0
CACHD1	chr1	64470129	64693058	0
RAVER2	chr1	64745075	64833232	0
JAK1	chr1	64833223	65067754	0
AK4	chr1	65147549	65232145	0
DNAJC6	chr1	65248219	65415871	0
LEPROT	chr1	65420587	65436007	0
LEPR	chr1	65420652	65641559	0
PDE4B	chr1	65792514	66374579	0
SGIP1	chr1	66533267	66751139	0
DYNLT5	chr1	66752459	66779047	0
INSL5	chr1	66797740	66801276	0
DNAI4	chr1	66812885	66924856	0
MIER1	chr1	66924895	66988619	0
SLC35D1	chr1	66999350	67054148	0
C1orf141	chr1	67092165	67231853	0
IL23R	chr1	67138907	67259979	0
IL12RB2	chr1	67307364	67398724	0
SERBP1	chr1	67407810	67430415	0
GADD45A	chr1	67685201	67688334	0
GNG12	chr1	67701475	67833467	0
DIRAS3	chr1	68045886	68051717	0
WLS	chr1	68098473	68233120	0
RPE65	chr1	68428822	68449954	0
DEPDC1	chr1	68474152	68497221	0
LRRC7	chr1	69567922	70151945	0
LRRC40	chr1	70144805	70205579	0
SRSF11	chr1	70205682	70253052	0
ANKRD13C	chr1	70258999	70354734	0
CTH	chr1	70411218	70439851	0
PTGER3	chr1	70852353	71047816	0
ZRANB2	chr1	71063291	71081289	0
NEGR1	chr1	71395943	72282539	0
LRRIQ3	chr1	74026015	74198187	0
FPGT-TNNI3K	chr1	74198235	74544393	0
FPGT	chr1	74198238	74234086	0
TNNI3K	chr1	74235387	74544428	0
LRRC53	chr1	74469376	74512611	0
ERICH3	chr1	74568117	74673792	0
CRYZ	chr1	74705482	74733408	0
TYW3	chr1	74733152	74766678	0
LHX8	chr1	75128434	75161533	0
SLC44A5	chr1	75202129	75611114	0
ACADM	chr1	75724431	75787575	0
RABGGTB	chr1	75786197	75795086	0
MSH4	chr1	75796882	75913242	0
ASB17	chr1	75918873	75932404	0
ST6GALNAC3	chr1	76074746	76634603	0
ST6GALNAC5	chr1	76867480	77067546	0
PIGK	chr1	77088989	77219430	0
AK5	chr1	77282019	77559966	0
ZZZ3	chr1	77562416	77683419	0
USP33	chr1	77695987	77759852	0
MIGA1	chr1	77779624	77879540	0
NEXN	chr1	77888513	77943895	0
FUBP1	chr1	77944055	77979110	0
DNAJB4	chr1	77979175	78017964	0
GIPC2	chr1	77979542	78138444	0
PTGFR	chr1	78303884	78540701	0
IFI44L	chr1	78619902	78646145	0
IFI44	chr1	78649796	78664078	0
ADGRL4	chr1	78889764	79282124	0
ADGRL2	chr1	81306147	81993932	0
TTLL7	chr1	83865024	83999150	0
PRKACB	chr1	84078062	84238498	0
SAMD13	chr1	84298366	84389957	0
DNASE2B	chr1	84398484	84415018	0
RPF1	chr1	84479259	84498352	0
GNG5	chr1	84498323	84506581	0
SPATA1	chr1	84506300	84567379	0
CTBS	chr1	84549611	84574480	0
SSX2IP	chr1	84643706	84690803	0
LPAR3	chr1	84811602	84893206	0
MCOLN2	chr1	84925583	84997113	0
DNAI3	chr1	84999147	85133138	0
MCOLN3	chr1	85018082	85048500	0
SYDE2	chr1	85156889	85201724	0
C1orf52	chr1	85249953	85259672	0
BCL10	chr1	85265776	85276632	0
DDAH1	chr1	85318481	85578363	0
CCN1	chr1	85580761	85584589	0
ZNHIT6	chr1	85649417	85708433	0
COL24A1	chr1	85729233	86156943	2
ODF2L	chr1	86346824	86396342	0
CLCA2	chr1	86424171	86456553	0
CLCA1	chr1	86468368	86500259	0
CLCA4	chr1	86547078	86580754	0
SH3GLB1	chr1	86704570	86748184	0
SELENOF	chr1	86862445	86914424	0
HS2ST1	chr1	86914635	87109982	0
ENSG00000267561	chr1	86993009	87169204	0
LMO4	chr1	87328880	87348923	0
PKN2	chr1	88684222	88836255	0
GTF2B	chr1	88852633	88891944	0
KYAT3	chr1	88935773	88992953	0
RBMXL1	chr1	88979456	88992960	0
GBP3	chr1	89006679	89022894	0
GBP1	chr1	89051882	89065360	0
GBP2	chr1	89106132	89150456	0
GBP7	chr1	89131742	89176009	0
GBP4	chr1	89181144	89198942	0
GBP5	chr1	89256189	89272860	0
GBP6	chr1	89364059	89388160	0
LRRC8B	chr1	89524829	89597861	0
ENSG00000288629	chr1	89579592	89579654	0
LRRC8C	chr1	89633072	89769903	0
ENSG00000271949	chr1	89633140	89933250	0
LRRC8D	chr1	89821014	89936611	0
ZNF326	chr1	89995110	90035533	0
BARHL2	chr1	90711539	90717302	0
ZNF644	chr1	90915298	91022272	0
HFM1	chr1	91260766	91404856	0
CDC7	chr1	91500851	91525764	0
TGFBR3	chr1	91680343	91906335	0
BRDT	chr1	91949343	92014426	0
EPHX4	chr1	92029985	92063538	0
SETSIP	chr1	92074533	92075411	0
BTBD8	chr1	92080305	92184725	0
C1orf146	chr1	92217915	92245813	0
GLMN	chr1	92246402	92298987	0
RPAP2	chr1	92299059	92402056	0
GFI1	chr1	92473043	92486925	0
EVI5	chr1	92508696	92792404	0
RPL5	chr1	92832013	92841924	0
DIPK1A	chr1	92832737	92961522	0
MTF2	chr1	93079235	93139079	0
TMED5	chr1	93149742	93180516	0
CCDC18	chr1	93179919	93278730	0
DR1	chr1	93345907	93369493	0
FNBP1L	chr1	93448118	93554661	0
BCAR3	chr1	93561741	93847150	0
DNTTIP2	chr1	93866284	93879918	0
GCLM	chr1	93885199	93909456	0
ABCA4	chr1	93992834	94121148	0
ARHGAP29	chr1	94148988	94275068	0
ABCD3	chr1	94418389	94518666	0
F3	chr1	94529173	94541759	0
SLC44A3	chr1	94820342	94895246	0
CNN3	chr1	94896949	94927223	0
ALG14	chr1	94974405	95072951	0
TLCD4	chr1	95117355	95197607	0
TLCD4-RWDD3	chr1	95117923	95247225	0
RWDD3	chr1	95234210	95247225	0
PTBP2	chr1	96721665	96823738	0
DPYD	chr1	97077743	97995000	0
SNX7	chr1	98661701	98760500	0
PLPPR5	chr1	98890245	99227929	0
PLPPR4	chr1	99264292	99309590	0
PALMD	chr1	99646113	99694541	0
FRRS1	chr1	99703970	99766635	0
AGL	chr1	99850361	99924023	0
SLC35A3	chr1	99969351	100035634	0
ENSG00000283761	chr1	99970011	100083321	0
MFSD14A	chr1	100038095	100083377	0
SASS6	chr1	100083563	100132955	0
TRMT13	chr1	100133150	100150496	0
LRRC39	chr1	100148448	100178267	0
DBT	chr1	100186919	100249834	0
RTCA	chr1	100266216	100292769	0
CDC14A	chr1	100345001	100520277	0
GPR88	chr1	100538139	100542021	0
VCAM1	chr1	100719742	100739045	0
EXTL2	chr1	100872372	100895179	0
SLC30A7	chr1	100896076	100981757	0
DPH5	chr1	100989623	101026088	0
S1PR1	chr1	101236865	101243713	0
OLFM3	chr1	101802560	101996926	0
COL11A1	chr1	102876467	103108872	0
RNPC3	chr1	103525691	103555239	0
AMY2B	chr1	103553815	103579534	0
AMY2A	chr1	103617427	103625780	0
AMY1A	chr1	103655760	103664554	0
AMY1B	chr1	103687415	103696454	0
AMY1C	chr1	103745323	103758726	0
PRMT6	chr1	107056674	107067636	0
NTNG1	chr1	107140007	107484923	0
VAV3	chr1	107571161	107965180	0
SLC25A24	chr1	108134043	108200849	2
NBPF4	chr1	108222464	108244081	0
NBPF6	chr1	108450282	108471920	0
EEIG2	chr1	108560089	108644900	0
HENMT1	chr1	108648290	108661526	0
PRPF38B	chr1	108692310	108702928	0
FNDC7	chr1	108712908	108742749	0
STXBP3	chr1	108746674	108809523	0
AKNAD1	chr1	108815898	108963484	0
GPSM2	chr1	108875350	108934545	0
CLCC1	chr1	108881885	108963527	0
WDR47	chr1	108970214	109042113	0
TAF13	chr1	109062496	109076012	0
TMEM167B	chr1	109090764	109096934	0
CFAP276	chr1	109105951	109113857	0
ELAPOR1	chr1	109113679	109206781	1
SARS1	chr1	109213918	109238182	0
CELSR2	chr1	109249539	109275751	0
PSRC1	chr1	109279556	109283186	0
MYBPHL	chr1	109292365	109307011	0
SORT1	chr1	109309568	109397918	0
PSMA5	chr1	109399042	109426448	0
SYPL2	chr1	109466546	109482134	0
ATXN7L2	chr1	109483479	109492804	0
CYB561D1	chr1	109494052	109502932	0
AMIGO1	chr1	109504178	109509738	0
GPR61	chr1	109539872	109548406	0
GNAI3	chr1	109548615	109600195	0
GNAT2	chr1	109603091	109619929	0
AMPD2	chr1	109616104	109632051	0
GSTM4	chr1	109656099	109665496	0
GSTM2	chr1	109668022	109709551	2
GSTM1	chr1	109687814	109709039	2
GSTM5	chr1	109711780	109775428	2
GSTM3	chr1	109733932	109741038	0
EPS8L3	chr1	109750080	109764027	0
CSF1	chr1	109910242	109930992	0
AHCYL1	chr1	109984765	110023742	0
STRIP1	chr1	110031577	110074641	0
ALX3	chr1	110059870	110070672	0
UBL4B	chr1	110112443	110113947	0
SLC6A17	chr1	110150494	110202202	0
KCNC4	chr1	110210314	110283100	0
RBM15	chr1	110338506	110346681	0
SLC16A4	chr1	110362851	110391082	0
LAMTOR5	chr1	110401249	110407942	0
PROK1	chr1	110451149	110457358	0
KCNA10	chr1	110517217	110519175	0
KCNA2	chr1	110519837	110631474	0
KCNA3	chr1	110653560	110674940	0
CD53	chr1	110871188	110899922	0
LRIF1	chr1	110947190	110963965	0
DRAM2	chr1	111117163	111140203	0
CEPT1	chr1	111139479	111185104	0
DENND2D	chr1	111185969	111204535	0
CHI3L2	chr1	111200771	111243440	0
CHIA	chr1	111290851	111320566	0
PIFO	chr1	111346600	111353013	0
OVGP1	chr1	111414319	111427735	0
WDR77	chr1	111439890	111449256	0
ATP5PB	chr1	111448864	111462773	0
C1orf162	chr1	111473792	111478512	0
TMIGD3	chr1	111483348	111563962	2
ADORA3	chr1	111499429	111503633	0
RAP1A	chr1	111542218	111716691	2
INKA2	chr1	111680630	111755824	0
DDX20	chr1	111754832	111775602	0
KCND3	chr1	111770662	111989668	0
CTTNBP2NL	chr1	112396214	112463456	0
WNT2B	chr1	112466541	112530165	0
ST7L	chr1	112523514	112620825	0
CAPZA1	chr1	112619805	112671616	0
MOV10	chr1	112673141	112700756	0
RHOC	chr1	112701127	112707434	0
ENSG00000271810	chr1	112702614	112711433	0
PPM1J	chr1	112709994	112715332	0
TAFA3	chr1	112718905	112727235	0
SLC16A1	chr1	112911847	112957593	0
LRIG2	chr1	113073198	113132260	0
MAGI3	chr1	113390515	113685923	2
PHTF1	chr1	113696831	113759489	0
RSBN1	chr1	113761832	113812476	0
PTPN22	chr1	113813811	113871753	0
BCL2L15	chr1	113876816	113887581	0
AP4B1	chr1	113894194	113905201	0
DCLRE1B	chr1	113904619	113914086	0
HIPK1	chr1	113929324	113977869	0
OLFML3	chr1	113979391	114035572	0
SYT6	chr1	114089291	114153880	0
TRIM33	chr1	114392790	114511203	0
BCAS2	chr1	114567557	114581629	0
DENND2C	chr1	114582848	114670422	0
AMPD1	chr1	114673090	114695618	0
NRAS	chr1	114704469	114716771	0
CSDE1	chr1	114716913	114758676	0
SIKE1	chr1	114769479	114780685	0
SYCP1	chr1	114854863	114995370	0
TSHB	chr1	115029826	115034302	0
TSPAN2	chr1	115048011	115089503	0
NGF	chr1	115285904	115338770	0
VANGL1	chr1	115641970	115698224	0
CASQ2	chr1	115700021	115768884	0
NHLH2	chr1	115836377	115843917	0
SLC22A15	chr1	115976513	116070054	1
MAB21L3	chr1	116111399	116138149	0
ATP1A1	chr1	116372668	116410261	0
CD58	chr1	116514534	116571039	0
IGSF3	chr1	116574399	116667755	0
CD2	chr1	116754430	116769229	0
PTGFRN	chr1	116909916	116990353	0
CD101	chr1	117001750	117036552	0
TTF2	chr1	117060326	117107453	0
TRIM45	chr1	117111060	117122587	0
VTCN1	chr1	117143587	117210960	0
MAN1A2	chr1	117367449	117528872	0
TENT5C	chr1	117606048	117628389	0
GDAP2	chr1	117863485	117929621	0
WDR3	chr1	117929720	117966543	0
SPAG17	chr1	117953590	118185228	0
TBX15	chr1	118883046	118989556	0
WARS2	chr1	119031216	119140654	0
HAO2	chr1	119368779	119394130	0
HSD3B2	chr1	119414931	119423035	0
HSD3B1	chr1	119507198	119515054	0
ZNF697	chr1	119619377	119648266	0
PHGDH	chr1	119648411	119744218	0
HMGCS2	chr1	119748002	119768905	0
REG4	chr1	119794017	119811580	0
ADAM30	chr1	119893533	119896515	0
NOTCH2	chr1	119911553	120100779	1
SEC22B	chr1	120150898	120176520	0
NBPF8	chr1	120415035	120469676	0
NOTCH2NLR	chr1	120723912	120794851	1
NBPF26	chr1	120723949	120842110	1
PPIAL4A	chr1	120889771	120890530	1
FAM72B	chr1	121167646	121185539	0
SRGAP2C	chr1	121184811	121392874	0
H3-7	chr1	143894544	143905977	0
FAM72C	chr1	143955287	143971986	0
PPIAL4E	chr1	144372875	144373634	0
NBPF15	chr1	144421390	144461676	0
PPIAL4F	chr1	144592893	144593652	0
SRGAP2B	chr1	144887265	145095528	0
FAM72D	chr1	145095974	145112696	0
PPIAL4D	chr1	145241415	145242174	0
NBPF20	chr1	145289900	145425603	1
GPR89A	chr1	145607988	145670650	0
PDZK1	chr1	145670852	145708148	0
CD160	chr1	145719471	145739288	0
RNF115	chr1	145738868	145824095	0
POLR3C	chr1	145824053	145844402	0
NUDT17	chr1	145845630	145848954	0
PIAS3	chr1	145848522	145859836	0
ANKRD35	chr1	145866560	145885866	0
ITGA10	chr1	145891208	145910111	0
PEX11B	chr1	145911350	145918717	0
ENSG00000289565	chr1	145917714	145926741	0
RBM8A	chr1	145921556	145927678	0
ENSG00000280778	chr1	145927258	145977811	0
LIX1L	chr1	145933423	145958017	0
ANKRD34A	chr1	145959441	145964575	0
POLR3GL	chr1	145964690	145978848	0
TXNIP	chr1	145992435	145996579	0
HJV	chr1	146017468	146036746	0
NBPF10	chr1	146064711	146229000	0
NOTCH2NLA	chr1	146146203	146229041	0
PPIAL4H	chr1	146344006	146344765	0
NBPF12	chr1	146938324	146996202	1
PRKAB2	chr1	147155106	147172550	0
FMO5	chr1	147175351	147243050	0
CHD1L	chr1	147242654	147295765	0
BCL9	chr1	147541501	147626216	0
ENSG00000288626	chr1	147611590	147611796	0
ACP6	chr1	147629652	147670524	0
GJA5	chr1	147756199	147773362	0
GJA8	chr1	147902795	147909269	0
GPR89B	chr1	147928393	147993592	0
NBPF11	chr1	148102047	148152322	0
PPIAL4G	chr1	148482548	148483302	0
NBPF14	chr1	148531385	148679742	1
NOTCH2NLB	chr1	148600285	148679746	1
NUDT4B	chr1	148748774	148752415	0
PDE4DIP	chr1	148808140	149048286	0
NBPF9	chr1	149052186	149103561	0
NOTCH2NLC	chr1	149390621	149471833	0
ENSG00000286185	chr1	149390623	149556361	0
NBPF19	chr1	149475045	149556361	0
PPIAL4C	chr1	149583848	149584607	0
FCGR1A	chr1	149782671	149791675	0
H2BC18	chr1	149782689	149812373	0
H3C13	chr1	149813225	149813693	0
H4C14	chr1	149832657	149839767	0
H3C14	chr1	149840687	149841208	0
H2AC18	chr1	149842218	149842750	0
H2AC19	chr1	149851061	149851594	0
H3C15	chr1	149852608	149853125	0
H4C15	chr1	149854045	149861159	0
H2BC21	chr1	149884459	149886682	0
H2AC20	chr1	149886918	149887411	0
H2AC21	chr1	149887469	149887965	0
BOLA1	chr1	149887890	149900798	0
SV2A	chr1	149903318	149917844	0
SF3B4	chr1	149923317	149927803	0
MTMR11	chr1	149928651	149936879	0
OTUD7B	chr1	149937812	150010726	0
VPS45	chr1	150067279	150145329	0
PLEKHO1	chr1	150149183	150164720	0
ANP32E	chr1	150218417	150236156	0
CA14	chr1	150257251	150265078	0
APH1A	chr1	150265399	150269580	0
C1orf54	chr1	150268200	150280916	0
CIART	chr1	150282543	150287093	0
MRPS21	chr1	150293861	150308979	0
PRPF3	chr1	150321479	150353233	0
RPRD2	chr1	150363091	150476566	0
TARS2	chr1	150487414	150507602	0
ECM1	chr1	150508062	150513789	0
ADAMTSL4	chr1	150549369	150560937	0
MCL1	chr1	150560895	150579738	0
ENSA	chr1	150600851	150629612	0
GOLPH3L	chr1	150646230	150697154	0
HORMAD1	chr1	150698060	150720895	0
CTSS	chr1	150730079	150765957	1
CTSK	chr1	150794880	150809577	0
ARNT	chr1	150809713	150876708	0
CTXND2	chr1	150887136	150913292	0
SETDB1	chr1	150926263	150964744	0
CERS2	chr1	150960583	150975003	0
ANXA9	chr1	150982249	150995634	0
MINDY1	chr1	150996549	151008376	0
PRUNE1	chr1	151008420	151035713	0
BNIPL	chr1	151036321	151047720	0
C1orf56	chr1	151047751	151051986	0
CDC42SE1	chr1	151050971	151070325	0
MLLT11	chr1	151060397	151069544	0
GABPB2	chr1	151070578	151125542	0
SEMA6C	chr1	151131685	151146631	0
TNFAIP8L2	chr1	151156649	151159749	1
SCNM1	chr1	151156664	151170296	1
LYSMD1	chr1	151159748	151165948	0
TMOD4	chr1	151169986	151176284	0
VPS72	chr1	151176304	151195321	0
PIP5K1A	chr1	151197949	151249536	0
PSMD4	chr1	151254709	151267479	0
ZNF687	chr1	151281618	151292176	0
PI4KB	chr1	151291797	151327715	0
RFX5	chr1	151340640	151347326	0
SELENBP1	chr1	151364304	151372707	0
PSMB4	chr1	151399560	151401937	0
POGZ	chr1	151402724	151459494	2
CGN	chr1	151510510	151538692	0
TUFT1	chr1	151540305	151583583	0
SNX27	chr1	151612006	151699091	2
CELF3	chr1	151700058	151716803	2
RIIAD1	chr1	151710433	151729805	2
MRPL9	chr1	151759647	151763496	0
OAZ3	chr1	151762899	151771334	0
TDRKH	chr1	151770107	151791416	0
LINGO4	chr1	151800264	151805419	0
RORC	chr1	151806071	151831845	0
C2CD4D	chr1	151837818	151840557	0
THEM5	chr1	151847101	151853712	0
THEM4	chr1	151870866	151909637	0
S100A10	chr1	151982915	151993859	0
S100A11	chr1	152032506	152047907	0
TCHHL1	chr1	152084141	152089064	0
TCHH	chr1	152106317	152115444	0
RPTN	chr1	152153595	152159228	0
HRNR	chr1	152212076	152224193	0
FLG	chr1	152302165	152325239	0
FLG2	chr1	152348735	152360006	0
CRNN	chr1	152409243	152414263	0
LCE5A	chr1	152510803	152512177	0
CRCT1	chr1	152514482	152516008	0
LCE3E	chr1	152565654	152566780	0
LCE3D	chr1	152579381	152580516	0
LCE3C	chr1	152600234	152601086	2
LCE3B	chr1	152613811	152614098	2
LCE3A	chr1	152622834	152623103	0
LCE2D	chr1	152663380	152664659	0
LCE2C	chr1	152675279	152676569	0
LCE2B	chr1	152686123	152687397	0
LCE2A	chr1	152698345	152699442	0
LCE4A	chr1	152708160	152709434	0
C1orf68	chr1	152719522	152720470	0
KPRP	chr1	152758025	152762056	0
LCE1F	chr1	152775140	152777024	0
LCE1E	chr1	152786214	152788426	0
LCE1D	chr1	152796721	152798181	0
LCE1C	chr1	152804832	152806651	0
LCE1B	chr1	152811971	152813108	0
LCE1A	chr1	152827473	152828097	0
LCE6A	chr1	152842856	152843983	0
LCE7A	chr1	152859996	152861252	0
SMCP	chr1	152878322	152885047	0
IVL	chr1	152908546	152911886	0
SPRR5	chr1	152947206	152949255	0
SPRR4	chr1	152970648	152972574	0
SPRR1A	chr1	152984081	152985814	0
SPRR3	chr1	153001747	153003856	0
SPRR1B	chr1	153031203	153032900	0
SPRR2D	chr1	153039732	153041931	0
SPRR2A	chr1	153056120	153057512	0
SPRR2B	chr1	153070226	153071611	0
SPRR2E	chr1	153093135	153106184	0
SPRR2F	chr1	153112121	153113516	0
SPRR2G	chr1	153149582	153150890	0
LELP1	chr1	153203430	153205120	0
PRR9	chr1	153217584	153219310	0
LORICRIN	chr1	153259687	153262124	0
PGLYRP3	chr1	153297116	153312952	0
PGLYRP4	chr1	153330120	153348841	0
S100A9	chr1	153357854	153361023	0
S100A12	chr1	153373711	153375621	0
S100A8	chr1	153390032	153391073	0
S100A7A	chr1	153416520	153423222	0
S100A7	chr1	153457744	153460651	0
S100A6	chr1	153534599	153536244	0
S100A5	chr1	153537147	153541765	0
S100A4	chr1	153543613	153550136	0
S100A3	chr1	153547329	153549258	0
S100A2	chr1	153561108	153567890	0
S100A16	chr1	153606886	153613145	0
S100A14	chr1	153614255	153616986	0
S100A13	chr1	153618787	153631360	0
S100A1	chr1	153627926	153632039	0
CHTOP	chr1	153633982	153646306	0
SNAPIN	chr1	153658703	153661852	0
ILF2	chr1	153661788	153671028	0
NPR1	chr1	153678688	153693992	0
INTS3	chr1	153728050	153774808	0
SLC27A3	chr1	153774354	153780157	0
GATAD2B	chr1	153789030	153923360	0
DENND4B	chr1	153929501	153946718	0
CRTC2	chr1	153947669	153958615	0
SLC39A1	chr1	153959099	153968184	0
ENSG00000285779	chr1	153959151	153975887	0
CREB3L4	chr1	153967534	153974361	0
JTB	chr1	153974269	153977674	0
ENSG00000285641	chr1	153975850	153986246	0
RAB13	chr1	153981617	153986358	0
RPS27	chr1	153990762	153992155	0
NUP210L	chr1	153992690	154155116	0
TPM3	chr1	154155308	154194648	0
CFAP141	chr1	154199085	154206333	0
C1orf43	chr1	154206696	154220637	0
UBAP2L	chr1	154220179	154271510	0
HAX1	chr1	154272355	154275875	0
AQP10	chr1	154321090	154325325	0
ATP8B2	chr1	154325525	154351304	0
IL6R	chr1	154405193	154469450	0
SHE	chr1	154469772	154502412	0
TDRD10	chr1	154502219	154548147	0
UBE2Q1	chr1	154548577	154559028	0
CHRNB2	chr1	154567778	154580013	0
ADAR	chr1	154581695	154628013	0
KCNN3	chr1	154697455	154870281	0
PMVK	chr1	154924740	154936719	0
PBXIP1	chr1	154944076	154956123	0
PYGO2	chr1	154957026	154963853	0
SHC1	chr1	154962298	154974395	0
CKS1B	chr1	154974653	154979251	0
FLAD1	chr1	154983338	154993111	0
LENEP	chr1	154993586	154994315	0
ZBTB7B	chr1	155002630	155018523	0
DCST2	chr1	155018520	155033781	0
DCST1	chr1	155033824	155050930	0
ADAM15	chr1	155050566	155062775	0
EFNA4	chr1	155063737	155069553	0
EFNA4-EFNA3	chr1	155063748	155086807	0
EFNA3	chr1	155078837	155087538	0
EFNA1	chr1	155127876	155134899	0
SLC50A1	chr1	155135344	155138857	0
DPM3	chr1	155139891	155140595	0
KRTCAP2	chr1	155169408	155173475	0
ENSG00000273088	chr1	155169409	155187272	0
TRIM46	chr1	155173787	155184971	0
MUC1	chr1	155185824	155192916	2
THBS3	chr1	155195588	155209051	0
MTX1	chr1	155208695	155213824	0
GBA1	chr1	155234452	155244699	0
ENTREP3	chr1	155247205	155255483	0
SCAMP3	chr1	155255979	155262430	0
CLK2	chr1	155262868	155278491	2
HCN3	chr1	155277463	155289848	0
PKLR	chr1	155289293	155301438	0
FDPS	chr1	155308748	155320666	0
RUSC1	chr1	155320894	155331114	0
ASH1L	chr1	155335268	155563162	0
MSTO1	chr1	155563235	155614951	0
YY1AP1	chr1	155659443	155689000	0
DAP3	chr1	155687960	155739010	0
GON4L	chr1	155749659	155859400	0
SYT11	chr1	155859567	155885199	0
RIT1	chr1	155897808	155911404	0
KHDC4	chr1	155913045	155934413	0
RXFP4	chr1	155941638	155943087	0
ARHGEF2	chr1	155946851	156007070	0
SSR2	chr1	156009048	156020951	0
UBQLN4	chr1	156035299	156053798	0
LAMTOR2	chr1	156054782	156058506	0
RAB25	chr1	156061160	156070504	0
MEX3A	chr1	156072013	156082465	0
LMNA	chr1	156082573	156140081	0
SEMA4A	chr1	156147366	156177752	0
SLC25A44	chr1	156193932	156212796	0
PMF1-BGLAP	chr1	156212982	156243332	0
PMF1	chr1	156212993	156240042	0
BGLAP	chr1	156242184	156243317	0
PAQR6	chr1	156243320	156248117	2
SMG5	chr1	156249224	156282825	0
TMEM79	chr1	156282935	156293185	0
GLMP	chr1	156290089	156295689	0
VHLL	chr1	156298624	156299307	0
CCT3	chr1	156308968	156367873	0
TSACC	chr1	156337314	156346995	0
RHBG	chr1	156369211	156385219	0
MEF2D	chr1	156463727	156500779	0
IQGAP3	chr1	156525405	156572604	2
TTC24	chr1	156579723	156587719	0
NAXE	chr1	156591756	156609507	0
GPATCH4	chr1	156594301	156601496	0
HAPLN2	chr1	156619331	156625725	0
BCAN	chr1	156641390	156659532	0
NES	chr1	156668763	156677407	0
CRABP2	chr1	156699606	156705816	0
ISG20L2	chr1	156721891	156728766	0
METTL25B	chr1	156728442	156736960	0
MRPL24	chr1	156737303	156741590	0
HDGF	chr1	156742109	156766925	0
PRCC	chr1	156750610	156800815	0
SH2D2A	chr1	156806243	156816848	0
NTRK1	chr1	156815636	156881850	0
INSRR	chr1	156840063	156859117	0
PEAR1	chr1	156893698	156916429	0
LRRC71	chr1	156920632	156933094	0
ARHGEF11	chr1	156934840	157045742	0
ETV3L	chr1	157092043	157112412	0
ETV3	chr1	157121191	157138474	0
FCRL5	chr1	157513377	157552515	0
FCRL4	chr1	157573747	157598085	0
FCRL3	chr1	157674321	157700769	0
FCRL2	chr1	157745733	157777132	0
FCRL1	chr1	157794403	157820120	0
CD5L	chr1	157830911	157898256	0
KIRREL1	chr1	157993273	158100262	0
SMIM42	chr1	158127287	158128301	0
CD1D	chr1	158178030	158186427	0
CD1A	chr1	158254424	158258269	0
